Dataset,Classifier,Balancing,FeatureSelection,Iteration,Fold,Precision,Recall,AUC,Kappa,NPofB20
AVRO,RandomForest,Oversampling,None,10,9,0.6923,0.8182,0.9122,0.7327,0.8182
AVRO,RandomForest,Oversampling,None,10,10,0.5556,0.9091,0.9787,0.6648,0.9407
AVRO,RandomForest,SMOTE,None,1,1,0.9091,0.9091,0.9901,0.9033,1.0000
AVRO,RandomForest,SMOTE,None,1,2,0.8750,0.6364,0.8623,0.7230,0.7273
AVRO,RandomForest,SMOTE,None,1,3,0.7500,0.9000,0.9977,0.8067,1.0000
AVRO,RandomForest,SMOTE,None,1,4,0.8333,0.4545,0.9243,0.5701,0.9091
AVRO,RandomForest,SMOTE,None,1,5,0.7692,0.9091,0.9874,0.8218,0.9091
AVRO,RandomForest,SMOTE,None,1,6,1.0000,0.7273,0.9968,0.8337,1.0000
AVRO,RandomForest,SMOTE,None,1,7,1.0000,0.4545,0.9816,0.6104,0.8688
AVRO,RandomForest,SMOTE,None,1,8,1.0000,0.9091,0.9995,0.9495,1.0000
AVRO,RandomForest,SMOTE,None,1,9,0.7778,0.6364,0.9104,0.6829,0.8182
AVRO,RandomForest,SMOTE,None,1,10,0.6667,0.9091,0.9367,0.7521,0.9091
AVRO,RandomForest,SMOTE,None,2,1,0.8750,0.6364,0.9310,0.7230,0.8182
AVRO,RandomForest,SMOTE,None,2,2,0.7273,0.7273,0.9603,0.7100,0.8182
AVRO,RandomForest,SMOTE,None,2,3,0.9000,0.9000,0.9954,0.8943,1.0000
AVRO,RandomForest,SMOTE,None,2,4,1.0000,0.6364,0.8812,0.7669,0.8182
AVRO,RandomForest,SMOTE,None,2,5,0.8000,0.7273,0.9777,0.7475,0.9091
AVRO,RandomForest,SMOTE,None,2,6,0.7857,1.0000,1.0000,0.8714,1.0000
AVRO,RandomForest,SMOTE,None,2,7,0.7692,0.9091,0.9785,0.8218,0.9091
AVRO,RandomForest,SMOTE,None,2,8,0.8000,0.7273,0.9737,0.7475,0.9091
AVRO,RandomForest,SMOTE,None,2,9,1.0000,0.7273,0.9312,0.8337,0.9091
AVRO,RandomForest,SMOTE,None,2,10,1.0000,0.6364,0.9853,0.7669,1.0000
AVRO,RandomForest,SMOTE,None,3,1,0.9091,0.9091,0.9428,0.9033,0.9091
AVRO,RandomForest,SMOTE,None,3,2,0.8889,0.7273,0.9143,0.7887,0.8182
AVRO,RandomForest,SMOTE,None,3,3,0.8182,0.9000,0.9787,0.8485,0.9000
AVRO,RandomForest,SMOTE,None,3,4,0.7778,0.6364,0.9522,0.6829,0.8182
AVRO,RandomForest,SMOTE,None,3,5,0.8889,0.7273,0.9913,0.7886,1.0000
AVRO,RandomForest,SMOTE,None,3,6,1.0000,0.8182,0.9845,0.8943,0.9091
AVRO,RandomForest,SMOTE,None,3,7,0.7500,0.5455,0.9306,0.6120,0.9091
AVRO,RandomForest,SMOTE,None,3,8,1.0000,0.8182,0.9430,0.8943,0.9091
AVRO,RandomForest,SMOTE,None,3,9,0.8889,0.7273,0.9327,0.7886,0.8904
AVRO,RandomForest,SMOTE,None,3,10,0.7500,0.8182,0.9911,0.7681,1.0000
AVRO,RandomForest,SMOTE,None,4,1,0.9000,0.8182,0.9394,0.8486,0.9091
AVRO,RandomForest,SMOTE,None,4,2,0.7692,0.9091,0.9410,0.8219,0.9091
AVRO,RandomForest,SMOTE,None,4,3,1.0000,0.6000,0.9080,0.7394,0.8000
AVRO,RandomForest,SMOTE,None,4,4,1.0000,0.4545,0.9396,0.6104,0.5455
AVRO,RandomForest,SMOTE,None,4,5,0.9000,0.8182,0.9945,0.8485,1.0000
AVRO,RandomForest,SMOTE,None,4,6,0.7692,0.9091,0.9958,0.8218,1.0000
AVRO,RandomForest,SMOTE,None,4,7,0.7500,0.5455,0.9062,0.6120,0.8147
AVRO,RandomForest,SMOTE,None,4,8,0.9091,0.9091,0.9982,0.9033,1.0000
AVRO,RandomForest,SMOTE,None,4,9,0.7500,0.8182,0.9651,0.7681,0.9091
AVRO,RandomForest,SMOTE,None,4,10,0.8333,0.9091,0.9963,0.8609,1.0000
AVRO,RandomForest,SMOTE,None,5,1,1.0000,0.8182,0.9963,0.8943,1.0000
AVRO,RandomForest,SMOTE,None,5,2,0.6875,1.0000,0.9943,0.8008,1.0000
AVRO,RandomForest,SMOTE,None,5,3,0.8889,0.8000,0.9908,0.8335,1.0000
AVRO,RandomForest,SMOTE,None,5,4,1.0000,0.7273,0.9900,0.8337,1.0000
AVRO,RandomForest,SMOTE,None,5,5,0.9000,0.8182,0.9640,0.8485,0.8182
AVRO,RandomForest,SMOTE,None,5,6,0.9000,0.8182,0.9932,0.8485,1.0000
AVRO,RandomForest,SMOTE,None,5,7,0.9000,0.8182,0.9367,0.8485,0.9091
AVRO,RandomForest,SMOTE,None,5,8,0.8000,0.7273,0.9317,0.7475,0.9091
AVRO,RandomForest,SMOTE,None,5,9,0.7000,0.6364,0.9193,0.6465,0.7273
AVRO,RandomForest,SMOTE,None,5,10,0.8750,0.6364,0.9167,0.7229,0.7273
AVRO,RandomForest,SMOTE,None,6,1,0.8889,0.7273,0.9896,0.7887,1.0000
AVRO,RandomForest,SMOTE,None,6,2,0.9000,0.8182,0.9415,0.8486,0.9091
AVRO,RandomForest,SMOTE,None,6,3,0.8333,0.5000,0.9006,0.6091,0.7000
AVRO,RandomForest,SMOTE,None,6,4,0.8182,0.8182,0.9193,0.8066,0.8182
AVRO,RandomForest,SMOTE,None,6,5,0.9000,0.8182,0.9884,0.8485,0.9091
AVRO,RandomForest,SMOTE,None,6,6,0.6667,0.7273,0.9653,0.6754,0.8182
AVRO,RandomForest,SMOTE,None,6,7,0.9091,0.9091,0.9984,0.9033,1.0000
AVRO,RandomForest,SMOTE,None,6,8,0.6667,0.3636,0.9167,0.4473,0.9091
AVRO,RandomForest,SMOTE,None,6,9,0.6923,0.8182,0.9372,0.7327,0.9091
AVRO,RandomForest,SMOTE,None,6,10,0.8889,0.7273,0.9895,0.7886,1.0000
AVRO,RandomForest,SMOTE,None,7,1,1.0000,0.8182,0.9990,0.8943,1.0000
AVRO,RandomForest,SMOTE,None,7,2,0.8750,0.6364,0.9739,0.7230,0.9091
AVRO,RandomForest,SMOTE,None,7,3,0.8000,0.8000,0.9701,0.7885,0.9000
AVRO,RandomForest,SMOTE,None,7,4,0.7778,0.6364,0.9020,0.6829,0.7273
AVRO,RandomForest,SMOTE,None,7,5,0.9091,0.9091,0.9947,0.9033,0.9091
AVRO,RandomForest,SMOTE,None,7,6,1.0000,0.7273,0.9335,0.8337,0.9091
AVRO,RandomForest,SMOTE,None,7,7,0.8182,0.8182,0.9401,0.8066,0.9091
AVRO,RandomForest,SMOTE,None,7,8,0.6923,0.8182,0.9842,0.7327,0.9091
AVRO,RandomForest,SMOTE,None,7,9,1.0000,0.6364,0.9651,0.7669,0.9175
AVRO,RandomForest,SMOTE,None,7,10,0.8333,0.9091,0.9863,0.8609,1.0000
AVRO,RandomForest,SMOTE,None,8,1,0.8750,0.6364,0.9242,0.7230,0.8182
AVRO,RandomForest,SMOTE,None,8,2,0.9091,0.9091,0.9979,0.9033,1.0000
AVRO,RandomForest,SMOTE,None,8,3,0.8750,0.7000,0.9287,0.7665,0.9000
AVRO,RandomForest,SMOTE,None,8,4,0.8000,0.7273,0.8770,0.7475,0.7273
AVRO,RandomForest,SMOTE,None,8,5,0.7778,0.6364,0.8697,0.6829,0.8182
AVRO,RandomForest,SMOTE,None,8,6,0.7500,0.5455,0.9627,0.6120,0.7816
AVRO,RandomForest,SMOTE,None,8,7,0.7143,0.9091,0.9777,0.7856,1.0000
AVRO,RandomForest,SMOTE,None,8,8,0.9091,0.9091,0.9984,0.9033,1.0000
AVRO,RandomForest,SMOTE,None,8,9,0.9000,0.8182,0.9950,0.8485,1.0000
AVRO,RandomForest,SMOTE,None,8,10,0.7857,1.0000,0.9995,0.8714,1.0000
AVRO,RandomForest,SMOTE,None,9,1,0.7273,0.7273,0.9261,0.7100,0.8182
AVRO,RandomForest,SMOTE,None,9,2,1.0000,0.8182,0.9869,0.8943,0.9091
AVRO,RandomForest,SMOTE,None,9,3,0.6923,0.9000,0.9914,0.7684,1.0000
AVRO,RandomForest,SMOTE,None,9,4,0.8333,0.9091,0.9963,0.8609,1.0000
AVRO,RandomForest,SMOTE,None,9,5,0.8000,0.7273,0.9737,0.7475,0.9091
AVRO,RandomForest,SMOTE,None,9,6,0.8000,0.7273,0.9078,0.7475,0.7273
AVRO,RandomForest,SMOTE,None,9,7,1.0000,0.7273,0.9406,0.8337,0.9091
AVRO,RandomForest,SMOTE,None,9,8,0.7778,0.6364,0.9727,0.6829,0.9091
AVRO,RandomForest,SMOTE,None,9,9,0.7692,0.9091,0.9404,0.8218,0.9091
AVRO,RandomForest,SMOTE,None,9,10,1.0000,0.6364,0.9619,0.7669,0.8182
AVRO,RandomForest,SMOTE,None,10,1,1.0000,0.7273,0.9937,0.8338,1.0000
AVRO,RandomForest,SMOTE,None,10,2,0.7692,0.9091,0.9404,0.8219,0.9091
AVRO,RandomForest,SMOTE,None,10,3,0.6923,0.9000,0.9908,0.7684,1.0000
AVRO,RandomForest,SMOTE,None,10,4,1.0000,0.7273,0.9385,0.8337,0.9091
AVRO,RandomForest,SMOTE,None,10,5,1.0000,0.6364,0.9151,0.7669,0.7273
AVRO,RandomForest,SMOTE,None,10,6,0.9000,0.8182,0.9974,0.8485,1.0000
AVRO,RandomForest,SMOTE,None,10,7,1.0000,0.7273,0.9693,0.8337,0.9091
AVRO,RandomForest,SMOTE,None,10,8,1.0000,0.7273,0.9390,0.8337,0.9091
AVRO,RandomForest,SMOTE,None,10,9,0.7500,0.8182,0.9256,0.7681,0.8182
AVRO,RandomForest,SMOTE,None,10,10,0.7500,0.8182,0.9771,0.7681,0.9091
AVRO,RandomForest,None,InfoGain,1,1,0.9091,0.9091,0.9449,0.9033,0.9091
AVRO,RandomForest,None,InfoGain,1,2,0.7778,0.6364,0.7748,0.6830,0.6364
AVRO,RandomForest,None,InfoGain,1,3,0.7500,0.9000,0.9971,0.8067,1.0000
AVRO,RandomForest,None,InfoGain,1,4,0.8333,0.4545,0.9230,0.5701,0.9091
AVRO,RandomForest,None,InfoGain,1,5,0.7500,0.8182,0.9911,0.7681,0.9091
AVRO,RandomForest,None,InfoGain,1,6,0.8750,0.6364,0.9958,0.7229,1.0000
AVRO,RandomForest,None,InfoGain,1,7,1.0000,0.4545,0.9687,0.6104,0.9091
AVRO,RandomForest,None,InfoGain,1,8,1.0000,0.8182,1.0000,0.8943,1.0000
AVRO,RandomForest,None,InfoGain,1,9,0.7778,0.6364,0.8329,0.6829,0.7273
AVRO,RandomForest,None,InfoGain,1,10,0.6250,0.9091,0.9409,0.7210,0.9091
AVRO,RandomForest,None,InfoGain,2,1,0.8750,0.6364,0.9736,0.7230,0.9091
AVRO,RandomForest,None,InfoGain,2,2,0.7273,0.7273,0.8851,0.7100,0.8182
AVRO,RandomForest,None,InfoGain,2,3,0.9000,0.9000,0.9960,0.8943,1.0000
AVRO,RandomForest,None,InfoGain,2,4,1.0000,0.6364,0.8917,0.7669,0.8182
AVRO,RandomForest,None,InfoGain,2,5,0.8182,0.8182,0.9792,0.8066,0.9091
AVRO,RandomForest,None,InfoGain,2,6,0.9167,1.0000,1.0000,0.9536,1.0000
AVRO,RandomForest,None,InfoGain,2,7,0.6923,0.8182,0.9740,0.7327,0.9091
AVRO,RandomForest,None,InfoGain,2,8,0.8000,0.7273,0.9367,0.7475,0.9091
AVRO,RandomForest,None,InfoGain,2,9,1.0000,0.7273,0.9764,0.8337,1.0000
AVRO,RandomForest,None,InfoGain,2,10,1.0000,0.6364,0.9832,0.7669,0.9627
AVRO,RandomForest,None,InfoGain,3,1,0.8889,0.7273,0.9433,0.7887,0.9091
AVRO,RandomForest,None,InfoGain,3,2,0.9000,0.8182,0.9188,0.8486,0.8182
AVRO,RandomForest,None,InfoGain,3,3,0.9000,0.9000,0.9842,0.8943,0.9000
AVRO,RandomForest,None,InfoGain,3,4,0.8000,0.7273,0.9317,0.7475,0.8182
AVRO,RandomForest,None,InfoGain,3,5,0.7778,0.6364,0.9892,0.6829,1.0000
AVRO,RandomForest,None,InfoGain,3,6,1.0000,0.8182,0.9853,0.8943,0.9091
AVRO,RandomForest,None,InfoGain,3,7,0.8000,0.7273,0.9375,0.7475,0.9091
AVRO,RandomForest,None,InfoGain,3,8,1.0000,0.8182,0.9435,0.8943,0.9091
AVRO,RandomForest,None,InfoGain,3,9,0.8000,0.7273,0.9764,0.7475,0.8706
AVRO,RandomForest,None,InfoGain,3,10,0.8182,0.8182,0.9926,0.8066,1.0000
AVRO,RandomForest,None,InfoGain,4,1,0.8182,0.8182,0.9869,0.8067,0.9091
AVRO,RandomForest,None,InfoGain,4,2,0.7500,0.8182,0.9431,0.7682,0.9091
AVRO,RandomForest,None,InfoGain,4,3,1.0000,0.6000,0.9221,0.7394,0.8000
AVRO,RandomForest,None,InfoGain,4,4,1.0000,0.3636,0.9598,0.5180,0.9091
AVRO,RandomForest,None,InfoGain,4,5,0.9000,0.8182,0.9837,0.8485,0.9091
AVRO,RandomForest,None,InfoGain,4,6,0.7692,0.9091,0.9963,0.8218,1.0000
AVRO,RandomForest,None,InfoGain,4,7,1.0000,0.5455,0.9143,0.6929,0.8182
AVRO,RandomForest,None,InfoGain,4,8,0.9091,0.9091,0.9992,0.9033,1.0000
AVRO,RandomForest,None,InfoGain,4,9,0.7273,0.7273,0.9356,0.7099,0.9091
AVRO,RandomForest,None,InfoGain,4,10,0.8333,0.9091,0.9937,0.8609,1.0000
AVRO,RandomForest,None,InfoGain,5,1,1.0000,0.8182,0.9911,0.8943,1.0000
AVRO,RandomForest,None,InfoGain,5,2,0.6667,0.9091,0.9943,0.7522,1.0000
AVRO,RandomForest,None,InfoGain,5,3,0.8889,0.8000,0.9925,0.8335,1.0000
AVRO,RandomForest,None,InfoGain,5,4,1.0000,0.7273,0.9401,0.8337,0.9091
AVRO,RandomForest,None,InfoGain,5,5,0.8182,0.8182,0.9319,0.8066,0.8182
AVRO,RandomForest,None,InfoGain,5,6,0.8182,0.8182,0.9947,0.8066,1.0000
AVRO,RandomForest,None,InfoGain,5,7,0.9000,0.8182,0.9417,0.8485,0.9091
AVRO,RandomForest,None,InfoGain,5,8,0.8000,0.7273,0.9220,0.7475,0.9091
AVRO,RandomForest,None,InfoGain,5,9,0.7778,0.6364,0.9296,0.6829,0.8182
AVRO,RandomForest,None,InfoGain,5,10,0.8571,0.5455,0.9157,0.6504,0.7273
AVRO,RandomForest,None,InfoGain,6,1,0.8889,0.7273,0.9864,0.7887,1.0000
AVRO,RandomForest,None,InfoGain,6,2,0.9000,0.8182,0.9807,0.8486,0.9091
AVRO,RandomForest,None,InfoGain,6,3,0.8333,0.5000,0.9098,0.6091,0.8000
AVRO,RandomForest,None,InfoGain,6,4,0.7778,0.6364,0.9199,0.6829,0.8182
AVRO,RandomForest,None,InfoGain,6,5,0.8182,0.8182,0.9795,0.8066,0.9091
AVRO,RandomForest,None,InfoGain,6,6,0.8000,0.7273,0.9745,0.7475,0.8182
AVRO,RandomForest,None,InfoGain,6,7,0.9091,0.9091,0.9984,0.9033,1.0000
AVRO,RandomForest,None,InfoGain,6,8,0.7143,0.4545,0.9601,0.5339,0.9091
AVRO,RandomForest,None,InfoGain,6,9,0.6923,0.8182,0.9398,0.7327,0.9091
AVRO,RandomForest,None,InfoGain,6,10,0.9000,0.8182,0.9855,0.8485,1.0000
AVRO,RandomForest,None,InfoGain,7,1,0.9000,0.8182,0.9990,0.8486,1.0000
AVRO,RandomForest,None,InfoGain,7,2,0.7778,0.6364,0.9702,0.6830,0.7568
AVRO,RandomForest,None,InfoGain,7,3,0.8000,0.8000,0.9302,0.7885,0.9000
AVRO,RandomForest,None,InfoGain,7,4,0.7778,0.6364,0.8731,0.6829,0.7273
AVRO,RandomForest,None,InfoGain,7,5,0.9091,0.9091,0.9947,0.9033,0.9091
AVRO,RandomForest,None,InfoGain,7,6,1.0000,0.7273,0.9327,0.8337,0.9091
AVRO,RandomForest,None,InfoGain,7,7,0.8182,0.8182,0.9390,0.8066,0.8182
AVRO,RandomForest,None,InfoGain,7,8,0.7692,0.9091,0.9895,0.8218,0.9091
AVRO,RandomForest,None,InfoGain,7,9,1.0000,0.6364,0.9737,0.7669,1.0000
AVRO,RandomForest,None,InfoGain,7,10,0.8182,0.8182,0.9769,0.8066,1.0000
AVRO,RandomForest,None,InfoGain,8,1,1.0000,0.5455,0.9279,0.6930,0.8182
AVRO,RandomForest,None,InfoGain,8,2,0.8000,0.7273,0.9963,0.7476,1.0000
AVRO,RandomForest,None,InfoGain,8,3,0.8571,0.6000,0.9261,0.6921,0.8000
AVRO,RandomForest,None,InfoGain,8,4,0.8000,0.7273,0.8308,0.7475,0.7273
AVRO,RandomForest,None,InfoGain,8,5,0.8000,0.7273,0.8720,0.7475,0.7273
AVRO,RandomForest,None,InfoGain,8,6,0.8571,0.5455,0.9795,0.6504,1.0000
AVRO,RandomForest,None,InfoGain,8,7,0.8333,0.9091,0.9798,0.8609,0.9091
AVRO,RandomForest,None,InfoGain,8,8,0.9167,1.0000,0.9984,0.9536,1.0000
AVRO,RandomForest,None,InfoGain,8,9,0.9000,0.8182,0.9947,0.8485,1.0000
AVRO,RandomForest,None,InfoGain,8,10,0.9167,1.0000,0.9995,0.9536,1.0000
AVRO,RandomForest,None,InfoGain,9,1,0.8750,0.6364,0.9235,0.7230,0.8182
AVRO,RandomForest,None,InfoGain,9,2,1.0000,0.6364,0.9924,0.7670,1.0000
AVRO,RandomForest,None,InfoGain,9,3,0.6923,0.9000,0.9943,0.7684,1.0000
AVRO,RandomForest,None,InfoGain,9,4,0.9091,0.9091,0.9963,0.9033,1.0000
AVRO,RandomForest,None,InfoGain,9,5,0.8000,0.7273,0.9695,0.7475,0.9091
AVRO,RandomForest,None,InfoGain,9,6,0.7273,0.7273,0.8757,0.7099,0.7273
AVRO,RandomForest,None,InfoGain,9,7,1.0000,0.7273,0.9409,0.8337,0.8182
AVRO,RandomForest,None,InfoGain,9,8,0.7778,0.6364,0.9325,0.6829,0.8182
AVRO,RandomForest,None,InfoGain,9,9,0.7143,0.9091,0.9432,0.7856,0.9091
AVRO,RandomForest,None,InfoGain,9,10,1.0000,0.6364,0.9359,0.7669,0.8182
AVRO,RandomForest,None,InfoGain,10,1,1.0000,0.7273,0.9943,0.8338,1.0000
AVRO,RandomForest,None,InfoGain,10,2,0.7692,0.9091,0.9407,0.8219,0.9091
AVRO,RandomForest,None,InfoGain,10,3,0.7500,0.9000,0.9966,0.8067,1.0000
AVRO,RandomForest,None,InfoGain,10,4,1.0000,0.7273,0.9829,0.8337,0.9091
AVRO,RandomForest,None,InfoGain,10,5,1.0000,0.6364,0.9191,0.7669,0.8182
AVRO,RandomForest,None,InfoGain,10,6,0.9000,0.8182,0.9984,0.8485,1.0000
AVRO,RandomForest,None,InfoGain,10,7,1.0000,0.6364,0.9372,0.7669,0.9091
AVRO,RandomForest,None,InfoGain,10,8,1.0000,0.6364,0.9275,0.7669,0.8182
AVRO,RandomForest,None,InfoGain,10,9,0.8889,0.7273,0.8889,0.7886,0.8182
AVRO,RandomForest,None,InfoGain,10,10,0.7273,0.7273,0.9816,0.7099,0.9091
AVRO,RandomForest,Undersampling,InfoGain,1,1,0.3333,0.9091,0.9639,0.4390,0.7273
AVRO,RandomForest,Undersampling,InfoGain,1,2,0.2800,0.6364,0.8861,0.3339,0.4545
AVRO,RandomForest,Undersampling,InfoGain,1,3,0.2381,1.0000,0.9836,0.3254,0.6000
AVRO,RandomForest,Undersampling,InfoGain,1,4,0.2564,0.9091,0.9025,0.3383,0.8182
AVRO,RandomForest,Undersampling,InfoGain,1,5,0.2500,1.0000,0.9664,0.3365,0.8182
AVRO,RandomForest,Undersampling,InfoGain,1,6,0.2778,0.9091,0.9432,0.3676,0.6803
AVRO,RandomForest,Undersampling,InfoGain,1,7,0.2619,1.0000,0.9514,0.3539,0.4537
AVRO,RandomForest,Undersampling,InfoGain,1,8,0.3846,0.9091,0.9819,0.4984,0.7914
AVRO,RandomForest,Undersampling,InfoGain,1,9,0.3333,0.8182,0.8731,0.4248,0.8182
AVRO,RandomForest,Undersampling,InfoGain,1,10,0.2564,0.9091,0.9335,0.3383,0.6500
AVRO,RandomForest,Undersampling,InfoGain,2,1,0.2500,0.9091,0.9339,0.3296,0.7273
AVRO,RandomForest,Undersampling,InfoGain,2,2,0.1905,0.7273,0.8592,0.2293,0.3636
AVRO,RandomForest,Undersampling,InfoGain,2,3,0.2439,1.0000,0.9672,0.3340,0.7000
AVRO,RandomForest,Undersampling,InfoGain,2,4,0.2647,0.8182,0.9220,0.3404,0.7273
AVRO,RandomForest,Undersampling,InfoGain,2,5,0.2750,1.0000,0.9637,0.3725,0.5455
AVRO,RandomForest,Undersampling,InfoGain,2,6,0.2444,1.0000,0.9974,0.3283,0.6364
AVRO,RandomForest,Undersampling,InfoGain,2,7,0.3056,1.0000,0.9690,0.4145,0.9091
AVRO,RandomForest,Undersampling,InfoGain,2,8,0.2813,0.8182,0.9241,0.3618,0.5455
AVRO,RandomForest,Undersampling,InfoGain,2,9,0.3448,0.9091,0.9482,0.4525,1.0000
AVRO,RandomForest,Undersampling,InfoGain,2,10,0.2941,0.9091,0.9719,0.3893,0.6364
AVRO,RandomForest,Undersampling,InfoGain,3,1,0.2500,0.9091,0.9323,0.3296,0.7273
AVRO,RandomForest,Undersampling,InfoGain,3,2,0.2368,0.8182,0.8955,0.3031,0.8182
AVRO,RandomForest,Undersampling,InfoGain,3,3,0.2273,1.0000,0.9741,0.3092,0.9000
AVRO,RandomForest,Undersampling,InfoGain,3,4,0.2439,0.9091,0.9009,0.3206,0.5455
AVRO,RandomForest,Undersampling,InfoGain,3,5,0.2444,1.0000,0.9724,0.3283,0.7273
AVRO,RandomForest,Undersampling,InfoGain,3,6,0.2326,0.9091,0.9606,0.3041,0.7611
AVRO,RandomForest,Undersampling,InfoGain,3,7,0.2381,0.9091,0.9530,0.3122,0.6153
AVRO,RandomForest,Undersampling,InfoGain,3,8,0.3226,0.9091,0.9417,0.4255,0.5455
AVRO,RandomForest,Undersampling,InfoGain,3,9,0.2439,0.9091,0.9648,0.3206,0.4616
AVRO,RandomForest,Undersampling,InfoGain,3,10,0.4762,0.9091,0.9848,0.5931,0.8182
AVRO,RandomForest,Undersampling,InfoGain,4,1,0.2750,1.0000,0.9903,0.3729,0.6364
AVRO,RandomForest,Undersampling,InfoGain,4,2,0.2778,0.9091,0.9530,0.3680,0.3636
AVRO,RandomForest,Undersampling,InfoGain,4,3,0.2353,0.8000,0.8859,0.3053,0.5919
AVRO,RandomForest,Undersampling,InfoGain,4,4,0.2593,0.6364,0.8868,0.3098,0.6364
AVRO,RandomForest,Undersampling,InfoGain,4,5,0.3846,0.9091,0.9519,0.4984,0.9091
AVRO,RandomForest,Undersampling,InfoGain,4,6,0.2558,1.0000,0.9929,0.3451,0.6025
AVRO,RandomForest,Undersampling,InfoGain,4,7,0.2500,0.8182,0.8994,0.3208,0.6364
AVRO,RandomForest,Undersampling,InfoGain,4,8,0.2895,1.0000,0.9721,0.3927,0.9091
AVRO,RandomForest,Undersampling,InfoGain,4,9,0.2500,0.9091,0.9162,0.3293,0.8182
AVRO,RandomForest,Undersampling,InfoGain,4,10,0.3793,1.0000,0.9782,0.5073,0.5455
AVRO,RandomForest,Undersampling,InfoGain,5,1,0.2391,1.0000,0.9901,0.3208,0.6364
AVRO,RandomForest,Undersampling,InfoGain,5,2,0.2558,1.0000,0.9796,0.3454,0.8182
AVRO,RandomForest,Undersampling,InfoGain,5,3,0.2857,1.0000,0.9770,0.3931,0.7000
AVRO,RandomForest,Undersampling,InfoGain,5,4,0.2439,0.9091,0.9569,0.3206,0.8798
AVRO,RandomForest,Undersampling,InfoGain,5,5,0.1837,0.8182,0.9249,0.2243,0.6364
AVRO,RandomForest,Undersampling,InfoGain,5,6,0.2895,1.0000,0.9792,0.3927,0.6932
AVRO,RandomForest,Undersampling,InfoGain,5,7,0.2381,0.9091,0.9640,0.3122,0.7273
AVRO,RandomForest,Undersampling,InfoGain,5,8,0.2857,0.9091,0.9333,0.3782,0.5455
AVRO,RandomForest,Undersampling,InfoGain,5,9,0.2083,0.9091,0.9002,0.2678,0.5455
AVRO,RandomForest,Undersampling,InfoGain,5,10,0.1860,0.7273,0.8400,0.2222,0.3636
AVRO,RandomForest,Undersampling,InfoGain,6,1,0.3333,0.8182,0.9561,0.4251,0.8995
AVRO,RandomForest,Undersampling,InfoGain,6,2,0.3030,0.9091,0.9444,0.4011,0.3746
AVRO,RandomForest,Undersampling,InfoGain,6,3,0.3077,0.8000,0.9250,0.3971,0.8000
AVRO,RandomForest,Undersampling,InfoGain,6,4,0.1724,0.9091,0.8870,0.2105,0.5455
AVRO,RandomForest,Undersampling,InfoGain,6,5,0.2821,1.0000,0.9679,0.3824,0.6364
AVRO,RandomForest,Undersampling,InfoGain,6,6,0.2000,0.8182,0.9107,0.2493,0.3636
AVRO,RandomForest,Undersampling,InfoGain,6,7,0.2619,1.0000,0.9887,0.3539,0.7273
AVRO,RandomForest,Undersampling,InfoGain,6,8,0.2500,0.9091,0.8967,0.3293,0.8182
AVRO,RandomForest,Undersampling,InfoGain,6,9,0.2083,0.9091,0.9417,0.2678,0.5455
AVRO,RandomForest,Undersampling,InfoGain,6,10,0.2571,0.8182,0.9196,0.3304,0.4545
AVRO,RandomForest,Undersampling,InfoGain,7,1,0.3333,1.0000,0.9815,0.4510,0.7273
AVRO,RandomForest,Undersampling,InfoGain,7,2,0.2632,0.9091,0.9073,0.3480,0.6364
AVRO,RandomForest,Undersampling,InfoGain,7,3,0.2647,0.9000,0.9569,0.3549,0.5990
AVRO,RandomForest,Undersampling,InfoGain,7,4,0.2500,0.7273,0.8403,0.3108,0.5455
AVRO,RandomForest,Undersampling,InfoGain,7,5,0.3667,1.0000,0.9895,0.4922,0.5060
AVRO,RandomForest,Undersampling,InfoGain,7,6,0.2381,0.9091,0.9453,0.3122,0.7273
AVRO,RandomForest,Undersampling,InfoGain,7,7,0.3030,0.9091,0.9364,0.4008,0.3636
AVRO,RandomForest,Undersampling,InfoGain,7,8,0.2683,1.0000,0.9819,0.3630,0.8640
AVRO,RandomForest,Undersampling,InfoGain,7,9,0.2000,0.9091,0.9070,0.2548,0.5455
AVRO,RandomForest,Undersampling,InfoGain,7,10,0.2564,0.9091,0.9598,0.3383,0.9091
AVRO,RandomForest,Undersampling,InfoGain,8,1,0.2632,0.9091,0.9551,0.3480,0.7273
AVRO,RandomForest,Undersampling,InfoGain,8,2,0.3438,1.0000,0.9880,0.4642,0.7011
AVRO,RandomForest,Undersampling,InfoGain,8,3,0.2727,0.9000,0.9420,0.3657,0.6092
AVRO,RandomForest,Undersampling,InfoGain,8,4,0.3103,0.8182,0.8678,0.3978,0.4545
AVRO,RandomForest,Undersampling,InfoGain,8,5,0.3636,0.7273,0.8597,0.4402,0.6364
AVRO,RandomForest,Undersampling,InfoGain,8,6,0.3448,0.9091,0.9388,0.4525,0.7273
AVRO,RandomForest,Undersampling,InfoGain,8,7,0.2857,0.9091,0.9369,0.3782,0.7273
AVRO,RandomForest,Undersampling,InfoGain,8,8,0.3235,1.0000,0.9813,0.4381,0.6364
AVRO,RandomForest,Undersampling,InfoGain,8,9,0.3056,1.0000,0.9932,0.4145,0.6372
AVRO,RandomForest,Undersampling,InfoGain,8,10,0.2683,1.0000,0.9735,0.3630,0.8024
AVRO,RandomForest,Undersampling,InfoGain,9,1,0.2174,0.9091,0.9621,0.2820,0.8182
